Symbol,Start,End,Label,Market Cap,Sector,Income,Sales,Employees,Analyst Rating (1 buy/5 sell),price-to-earnings,Price/Earnings-to-Growth,Price-to-Sales Ratio,Price-to-Book,Price to free cash flow,debt-to-equity,EPS (ttm),Inst Own,ROE,ROI,Profit Margin,Shs Outstand,Beta
AUD,2.64,2.61,DOWN,52974398,Consumer Discretionary,4.80M,1.27B,3586,3.00,8.47,-,0.03,0.07,-,2.84,0.04,65.00%,0.70%,3.20%,0.40%,138.46M,1.44
AVA,39.47,42.36,UP,2995346999,Utilities,148.30M,1.57B,1809,3.30,17.92,3.32,1.88,1.22,-,1.17,2.07,86.70%,-,4.60%,-,73.23M,0.58
AVAL,6.85,5.17,DOWN,2629589938,Finance,-,-,70247,2.70,3.65,-,-,0.40,-,-,0.57,1.10%,-,-,-,376.84M,1.22
AVB,155.52,251.26,UP,24521253873,Real Estate,813.30M,2.44B,2927,2.50,28.78,-,9.58,2.14,62.82,0.73,5.81,94.60%,7.50%,1.90%,33.30%,139.63M,0.89
AVD,15.86,16.22,UP,721883725,Industrials,27.10M,603.60M,804,2.00,26.08,-,1.18,1.80,10.92,0.26,0.90,82.20%,7.20%,5.40%,4.50%,29.60M,0.93
AVNS,44.94,34.47,DOWN,1032476892,Health Care,-7.90M,777.90M,4555,3.00,-,-,1.34,0.86,12.22,0.20,-0.17,95.80%,-0.60%,0.60%,-1.00%,47.20M,0.88
AVNT,39.45,55.73,UP,3135505795,Industrials,251.60M,5.02B,8700,1.80,10.52,0.97,0.51,1.45,16.50,1.03,2.73,97.00%,14.00%,8.50%,5.00%,91.40M,1.55
AVTR,27.31,42.01,UP,13450363895,Industrials,598.40M,7.62B,13500,1.80,22.51,2.68,1.79,2.95,17.08,1.35,0.89,90.50%,15.30%,7.60%,7.80%,674.10M,1.37
AVY,151.9,215.28,UP,13825371369,Miscellaneous,816.90M,9.20B,36000,2.10,17.64,2.43,1.55,7.36,31.04,1.67,9.89,96.90%,38.40%,14.70%,7.90%,81.70M,0.97
AVYA,19.24,20.08,UP,132441611,Technology,-1473.00M,2.77B,8063,3.40,-,-,0.05,0.31,-,0.00,-17.03,-,-20.60%,5.50%,-2.90%,85.60M,1.01
AWK,150.24,188.03,UP,26366310044,Utilities,1.32B,3.81B,6400,2.50,19.20,2.32,6.79,3.26,-,1.53,7.24,88.60%,17.50%,8.60%,34.60%,182.00M,0.53
AWR,78.19,103.03,UP,3332064209,Utilities,82.40M,484.60M,808,2.30,39.96,9.08,6.97,4.73,-,0.97,2.23,76.60%,12.00%,8.50%,17.00%,36.96M,0.37
AX,36.82,55.41,UP,2365846166,Finance,238.90M,725.20M,1335,1.80,9.69,0.97,3.16,1.35,5.89,0.25,3.96,80.60%,14.80%,23.40%,32.90%,59.85M,1.45
AXL,8.12,9.22,UP,1114006997,Consumer Discretionary,-24.00M,5.32B,18000,2.70,-,-,0.21,2.32,4.62,6.50,-0.21,97.30%,-5.20%,6.50%,-0.50%,114.50M,2.23
AXP,118.04,164.16,UP,111106029568,Finance,7.53B,51.68B,64000,2.40,14.54,1.94,2.11,4.52,7.63,6.16,9.95,86.80%,33.00%,5.50%,14.60%,748.00M,1.14
AXR,8.27,14.84,UP,62848712,Real Estate,16.10M,63.20M,22,-,4.85,-,0.97,0.73,3.25,0.02,2.44,33.80%,18.00%,18.40%,25.50%,5.27M,0.98
AXS,49.03,54.22,UP,4617732508,Finance,349.20M,5.10B,2082,-,13.41,1.12,0.92,1.22,5.44,0.35,4.09,94.30%,6.80%,10.50%,5.80%,84.66M,0.76
AXTA,28.2,32.68,UP,5144600364,Consumer Discretionary,201.20M,4.78B,12000,2.40,26.60,2.65,1.09,4.14,27.87,2.93,0.90,-,14.70%,7.30%,4.20%,220.60M,1.35
AYI,120.22,211.44,UP,5908460444,Consumer Discretionary,384.00M,4.01B,13200,2.40,16.22,1.27,1.44,3.08,23.80,0.27,11.13,-,19.20%,16.50%,9.60%,32.63M,1.54
AYX,111.16,62.03,DOWN,3340069459,Technology,-307.90M,635.90M,2595,2.30,-,-,4.66,17.01,308.61,5.10,-4.54,88.50%,-80.60%,-11.90%,-38.50%,68.31M,0.60
AZO,1180.4,2084.52,UP,48404249721,Consumer Discretionary,2.43B,16.25B,69440,2.10,20.89,1.58,2.88,-,18.42,-,118.03,98.40%,-79.70%,90.60%,14.90%,19.13M,0.78
AZRE,44.75,17.96,DOWN,363154033,Utilities,-36.40M,212.40M,471,3.50,-,-,1.73,0.94,-,5.08,-0.76,-,-12.50%,3.30%,-17.10%,64.16M,0.71
AZUL,21.34,13.18,DOWN,1063442021,Consumer Discretionary,-502.00M,2.62B,13193,2.80,-,-,0.40,-,16.48,-,-4.81,33.30%,14.80%,0.80%,-19.20%,116.00M,1.20
AZZ,46.65,55.36,UP,991754554,Industrials,82.20M,1.07B,3885,1.70,12.08,1.21,0.92,1.15,15.22,1.46,3.30,88.70%,1.10%,10.20%,0.80%,24.84M,1.26
B,48.63,46.65,DOWN,1787324505,Industrials,36.90M,1.27B,5100,2.50,51.68,5.17,1.45,1.50,83.09,0.44,0.72,88.20%,1.90%,6.00%,2.10%,50.92M,1.20
BA,202.72,202.71,DOWN,85267315279,Industrials,-8444.00M,61.42B,142000,-,-,-,1.54,-,-,-,-14.27,58.00%,53.60%,-5.00%,-13.70%,596.30M,1.45
BABA,227.85,122.99,DOWN,168753925263,Consumer Discretionary,5.42B,116.81B,245700,1.90,34.80,9.31,1.53,1.41,-,0.16,2.01,16.30%,4.10%,3.60%,4.60%,2.66B,0.50
BAC,30.03,44.53,UP,290123998572,Finance,25.88B,60.04B,213000,2.20,11.64,1.96,4.89,1.24,708.05,2.10,3.16,70.60%,10.70%,6.10%,43.10%,8.11B,1.40
BAH,85.98,85,DOWN,14378079499,Consumer Discretionary,525.10M,8.82B,30000,2.20,27.11,3.61,1.61,11.61,70.80,2.33,3.94,91.30%,47.40%,14.20%,6.00%,132.27M,0.67
BAK,8.91,20.56,UP,5072450301,Industrials,1.26B,20.98B,8126,1.70,4.14,0.43,0.25,2.86,11.81,5.21,3.17,1.90%,62.80%,37.70%,6.00%,398.26M,1.73
BALL,89.76,95.45,UP,15463926442,Industrials,736.00M,15.08B,24300,2.70,22.81,3.26,1.06,4.65,-,2.63,2.23,91.60%,20.40%,9.80%,5.00%,317.01M,0.66
BALY,46.5,37.81,DOWN,1088774296,Consumer Discretionary,-68.60M,1.96B,9460,2.70,-,-,0.50,0.89,27.56,2.37,-1.15,81.70%,-4.70%,0.70%,-3.50%,60.51M,1.91
BAM,39.17,60.53,UP,65058034394,Consumer Discretionary,3.72B,86.17B,180000,1.90,17.65,1.87,0.76,1.52,-,4.79,2.29,72.10%,9.00%,5.40%,4.30%,1.56B,1.27
BANC,15.01,19.64,UP,1008830861,Finance,98.30M,350.20M,673,2.10,13.74,1.37,2.86,9.41,-,0.00,1.21,98.15%,-,18.20%,-,538.20M,1.26
BAP,157.6,125.1,DOWN,11609432010,Finance,1.13B,3.24B,36358,3.30,10.79,0.73,3.61,1.88,113.97,0.88,14.15,74.00%,17.10%,12.70%,35.00%,81.25M,0.95
BARK,14.27,4.16,DOWN,318180943,Consumer Discretionary,-58.90M,521.00M,643,1.00,-,-,0.58,1.50,-,0.00,-0.34,45.10%,-25.50%,-32.50%,-11.30%,175.49M,-
BAX,80.12,86.45,UP,27323345138,Health Care,-2376.00M,14.74B,60000,2.20,-,-,1.75,4.61,140.15,2.97,-4.72,88.70%,-29.20%,5.50%,-16.10%,504.00M,0.59
BBAR,3.02,3.22,UP,629049014,Finance,135.00M,1.37B,6242,3.20,4.77,0.15,0.87,0.63,11.21,0.02,0.66,2.30%,15.30%,71.20%,9.90%,204.24M,1.27
BBD,4.17,3.1,DOWN,40396735475,Finance,4.24B,13.80B,87274,2.00,4.53,2.83,2.70,0.66,-,0.00,0.85,18.30%,15.00%,11.40%,30.70%,5.32B,0.84
BBU,24.63,29.79,UP,1691451116,Consumer Discretionary,-,53.62B,90000,1.70,17.75,-,0.03,3.19,-,-,1.17,77.90%,-,-,-,74.61M,-
BBVA,4.94,5.89,UP,30964648556,Finance,5.95B,17.58B,114311,1.00,5.32,0.13,1.80,0.77,-,1.19,1.00,2.90%,14.20%,9.20%,35.60%,6.58B,1.29
BBW,4.38,18.52,UP,261662625,Consumer Discretionary,50.10M,443.40M,1000,2.00,5.66,0.19,0.58,2.86,46.89,0.00,3.10,89.70%,52.80%,50.40%,11.30%,15.28M,1.82
BBWI,32,69.7,UP,7618567182,Miscellaneous,1.04B,7.78B,8800,-,7.82,0.77,0.92,-,12.41,-,4.09,-,-45.00%,43.90%,12.30%,230.00M,1.70
BBY,100.49,101.55,UP,15457481209,Consumer Discretionary,1.77B,49.25B,105000,2.90,9.12,1.14,0.31,5.32,171.34,0.41,7.47,83.60%,54.70%,58.00%,3.60%,225.40M,1.48
BC,76.52,99.38,UP,5262378673,Consumer Discretionary,643.00M,6.66B,18582,1.80,8.00,0.53,0.74,2.55,-,1.25,8.43,96.10%,30.90%,17.80%,9.00%,75.70M,1.58
BCH,20.7,16.09,DOWN,9061232166,Finance,1.43B,4.42B,12284,2.90,6.64,1.99,2.20,1.91,-,3.35,2.83,1.20%,30.70%,5.30%,32.30%,505.08M,0.40
BCO,69.77,65.87,DOWN,2766074037,Technology,173.20M,4.44B,72200,2.00,16.50,1.14,0.61,13.81,15.04,16.63,3.58,-,86.90%,7.60%,3.90%,47.40M,1.34
BCS,7.69,10.36,UP,27465026270,Finance,5.94B,23.62B,81600,3.00,5.08,-,1.17,0.37,-,1.97,1.41,3.50%,7.90%,2.60%,-,4.04B,1.32
BDC,40.6,64.1,UP,3043251499,Telecommunications,92.30M,2.55B,6200,2.20,36.79,3.62,1.26,3.16,23.58,1.09,2.03,-,8.80%,3.90%,3.40%,44.25M,1.33
BDN,11.49,13.52,UP,1119492991,Real Estate,28.30M,502.60M,324,3.00,40.73,8.15,2.25,0.70,21.49,1.27,0.16,-,1.70%,2.50%,5.60%,171.57M,1.10
BDX,244.42,246.91,UP,66968090224,Health Care,1.52B,19.24B,75000,2.40,41.73,8.69,3.30,2.47,127.60,0.64,5.29,92.40%,8.50%,6.00%,10.80%,285.44M,0.62
BE,27.29,21.89,DOWN,3634677051,Consumer Discretionary,-282.90M,994.00M,1719,2.20,-,-,3.58,-,-,-,-1.60,78.60%,315.20%,-12.00%,-28.50%,178.51M,2.87
BEDU,23.36,4.72,DOWN,83136540,Consumer Discretionary,-108.50M,1.63B,3025,4.00,-,-,0.05,0.23,-,0.84,-8.56,31.60%,-,-9.40%,-,29.67M,0.60
BEKE,57.51,20.19,DOWN,12758322321,Finance,-709.60M,8.52B,110082,1.90,-,-,1.63,1.53,25.84,0.01,-0.60,39.60%,-7.70%,-4.80%,-8.30%,1.19B,-
BEN,24.34,33.44,UP,11639130327,Finance,1.65B,8.52B,9800,3.30,6.92,-,1.42,0.99,40.87,0.77,3.37,47.60%,15.90%,8.30%,21.40%,487.50M,1.24
BEP,44.26,35.09,DOWN,7987451480,Utilities,-,4.22B,3200,2.10,-,-,1.94,1.56,-,-,-0.53,61.63%,-,-,-,275.01M,-
BERY,55.87,73.34,UP,5927863500,Industrials,761.00M,14.74B,47000,2.10,8.58,0.70,0.40,1.98,19.71,3.06,5.58,98.67%,23.60%,8.60%,5.20%,128.60M,1.18
BFAM,164.43,126.17,DOWN,3736894960,Consumer Discretionary,88.50M,1.87B,25800,2.20,44.35,1.06,2.02,3.46,-,0.88,1.48,-,-,4.90%,-,59.11M,1.11
BFH,56.58,67,UP,1832575800,Finance,481.00M,3.87B,6000,2.40,3.65,0.71,0.44,0.77,-,8.12,9.60,99.10%,-,3.80%,-,49.80M,1.98
BFLY,19.15,6.76,DOWN,972770984,Health Care,-109.10M,68.40M,463,2.00,-,-,10.75,1.94,-,0.00,-0.55,54.20%,-25.70%,-43.10%,-,199.40M,-
BFS,31.24,52.54,UP,980543841,Real Estate,40.60M,242.80M,113,2.30,24.21,3.19,4.02,4.47,17.51,5.28,1.70,53.70%,17.70%,4.50%,16.70%,23.96M,1.10
BG,65.71,92.06,UP,14887889200,Consumer Staples,1.50B,67.25B,22000,-,10.19,-,0.22,1.72,-,0.59,9.77,89.10%,18.10%,13.40%,2.20%,150.56M,0.70
BGS,27.7,30.96,UP,1172867702,Consumer Staples,40.20M,2.10B,2847,3.10,26.28,-,0.55,1.16,-,2.44,0.60,68.70%,4.40%,5.30%,1.90%,72.62M,0.44
BGSF,12.96,14.43,UP,132285440,Consumer Discretionary,11.50M,239.60M,400,-,11.58,0.58,0.56,1.43,-,0.19,1.10,43.50%,34.70%,10.20%,12.10%,10.47M,1.90
BH,109.51,141.96,UP,426408763,Consumer Discretionary,-,357.19M,2633,-,-,-,1.20,0.15,-,-,-110.05,81.93%,-,-,-,2.07M,-
BHC,21.37,27.53,UP,2369321610,Health Care,43.00M,8.19B,19600,2.20,60.00,6.90,0.29,-,5.85,-,0.12,66.80%,-14.10%,2.10%,0.50%,362.20M,0.99
BHE,26.87,27.08,UP,1003805495,Technology,59.40M,2.77B,10900,1.70,16.94,0.77,0.35,1.01,-,0.27,1.68,98.40%,4.00%,3.90%,1.40%,35.16M,1.01
BHLB,16.85,28.5,UP,1325076800,Finance,82.30M,341.70M,1322,3.00,16.21,1.62,3.79,1.29,-,0.20,1.76,87.80%,11.30%,20.30%,36.80%,45.82M,1.00
BHP,60.07,53.75,DOWN,120648074733,Basic Materials,20.25B,65.10B,37908,1.70,6.64,-,1.99,2.98,9.22,0.37,7.99,3.80%,63.10%,38.10%,47.50%,2.53B,0.90
BHR,4.52,5.15,UP,353364285,Real Estate,8.40M,583.40M,116,1.80,1276.67,83.44,0.47,0.60,3.62,2.76,0.00,65.90%,2.00%,-0.10%,1.40%,70.74M,2.42
BHVN,81.91,138.27,UP,1058984279,Health Care,-,737.54M,928,2.10,-,-,1.35,-,-,-,-13.06,84.89%,-,-,-,64.38M,-
BIG,42.3,45.51,UP,541936890,Consumer Discretionary,-49.70M,5.79B,10500,3.10,-,-,0.09,0.57,-,0.00,-1.80,-,-5.10%,18.30%,-0.90%,28.92M,2.01
BILL,137.46,251.15,UP,14083894136,Technology,-326.40M,642.00M,2269,1.70,-,-,17.89,2.75,-,0.44,-3.16,99.20%,-8.00%,-5.40%,-50.80%,104.44M,-
BIO,575.26,758.65,UP,10400242055,Industrials,-6034.70M,2.80B,7900,1.50,-,-,3.96,1.33,73.33,0.14,-201.80,79.90%,-58.60%,-5.10%,-,29.73M,0.92
BJ,37.34,66.62,UP,10454337194,Consumer Discretionary,487.60M,18.22B,34000,2.30,21.99,3.38,0.58,12.31,30.17,1.23,3.56,-,69.90%,34.40%,2.70%,134.34M,0.43
BK,41.69,57.97,UP,34105374600,Finance,2.67B,4.65B,50800,2.60,12.93,2.89,7.35,0.95,4.85,0.78,3.28,85.80%,9.00%,3.00%,72.90%,810.90M,1.09
BKD,4.21,5.12,UP,838026372,Health Care,-91.90M,2.65B,33000,2.70,-,-,0.31,1.58,-,8.49,-0.54,98.06%,-14.10%,-4.10%,-3.50%,186.76M,1.44
BKE,28.67,42.69,UP,1976488401,Consumer Discretionary,251.50M,1.31B,2800,3.00,7.74,0.97,1.51,4.98,-,0.00,5.08,55.90%,63.60%,80.70%,19.20%,49.21M,1.04
BKH,60.04,70.71,UP,4239952814,Utilities,266.20M,2.24B,2884,1.90,15.24,3.26,1.82,1.41,-,1.55,4.13,90.50%,9.50%,5.50%,11.90%,64.72M,0.50
BKI,88.35,83.01,DOWN,9483360962,Technology,519.00M,1.55B,6400,2.30,16.51,1.63,5.51,3.41,25.89,1.11,3.34,97.00%,22.30%,5.90%,33.60%,154.50M,0.55
BKKT,10.25,8.86,DOWN,164355677,Technology,-181.80M,65.50M,579,3.00,-,-,7.71,0.23,-,0.00,-3.35,29.70%,-42.40%,-48.20%,-,71.23M,-
BKSY,10.47,4.71,DOWN,195736536,Industrials,-87.10M,48.40M,210,2.00,-,-,4.48,1.48,-,0.00,-1.01,29.70%,-54.60%,-,-,118.11M,-
BKU,34.33,42.23,UP,2808322576,Finance,340.50M,1.07B,1465,2.90,8.41,0.87,2.57,1.10,-,0.29,4.20,-,13.10%,22.00%,35.40%,78.25M,1.19
BLD,181.52,273.19,UP,5512165210,Industrials,432.20M,4.35B,13006,2.40,11.29,0.50,1.19,2.76,15.22,0.85,13.13,97.52%,22.80%,11.20%,8.70%,32.41M,1.51
BLDR,39.83,84.05,UP,9648570162,Consumer Discretionary,2.68B,22.75B,28000,1.60,3.96,0.21,0.40,1.92,3.20,0.69,14.61,-,52.10%,24.10%,11.80%,170.38M,2.02
BLK,710.82,913.76,UP,97416205330,Finance,5.56B,18.64B,18900,1.90,18.63,-,5.41,2.76,50.84,0.00,36.30,79.50%,16.50%,12.10%,32.90%,151.29M,1.31
BLX,15.55,16.63,UP,574029800,Finance,69.90M,182.90M,184,1.00,8.58,1.01,3.18,0.58,-,4.47,1.89,33.10%,6.90%,1.80%,38.20%,36.31M,1.18
BMA,14.62,14.32,DOWN,956562446,Finance,195.30M,1.91B,8728,3.60,4.71,0.19,0.91,0.43,-,0.16,3.05,5.30%,10.60%,32.80%,10.20%,63.94M,1.30
BMI,90.88,105.64,UP,3292779263,Industrials,66.20M,554.00M,1837,2.70,49.92,3.35,5.81,7.78,67.38,0.00,2.26,94.30%,16.00%,15.10%,12.00%,29.22M,0.89
BMY,61.38,62.52,UP,164479764444,Health Care,6.68B,46.74B,32200,2.20,25.82,5.94,3.59,5.17,20.63,1.20,3.07,79.90%,20.10%,9.40%,14.30%,2.13B,0.39
BNED,4.6,6.74,UP,145527382,Consumer Discretionary,-77.20M,1.55B,3270,2.00,-,-,0.10,0.92,-,1.47,-1.50,53.80%,-33.20%,-12.90%,-5.00%,52.17M,1.84
BNL,19.26,24.5,UP,3189080868,Real Estate,118.90M,407.30M,76,2.30,22.79,-,6.72,1.00,36.10,0.66,0.72,78.90%,4.50%,3.90%,29.20%,169.56M,-
BOC,26.19,28.97,UP,830960141,Consumer Discretionary,-35.50M,66.80M,256,2.00,-,-,12.01,1.62,-,0.06,-1.20,72.80%,-7.10%,-7.90%,-53.20%,29.70M,0.64
BOH,77.36,83.88,UP,3038574538,Finance,220.50M,557.40M,2056,2.90,13.72,1.52,5.45,2.72,19.00,0.01,5.53,77.50%,17.70%,25.20%,39.60%,39.57M,1.01
BOOT,41.86,125.17,UP,1688820342,Consumer Discretionary,185.30M,1.59B,2200,1.80,9.18,0.52,1.08,2.47,-,0.24,6.09,-,30.10%,30.70%,11.70%,29.81M,2.34
BORR,1.62,2.09,UP,1120256312,Energy,-,278.90M,517,3.00,-,-,2.45,0.73,-,-,-1.63,42.70%,-,-,-,136.81M,-
BOX,17.81,26.78,UP,4142946291,Technology,-39.00M,941.90M,2172,2.20,-,-,4.14,-,17.11,-,-0.26,89.90%,9.00%,-91.90%,-4.10%,143.74M,1.16
BP,20.83,26.69,UP,101986414100,Energy,-11346.00M,203.85B,65900,2.20,-,-,0.52,1.86,5.89,0.94,-3.50,10.10%,-16.60%,4.70%,-5.40%,3.15B,0.75
BQ,31.68,5.46,DOWN,18037453,Consumer Discretionary,-14.60M,161.60M,417,2.00,-,-,0.10,0.11,-,1.72,-5.78,9.10%,-64.70%,-25.20%,-9.00%,15.28M,-
BR,151.51,182.87,UP,23108156905,Consumer Discretionary,539.10M,5.71B,14300,2.90,29.79,2.52,2.80,8.28,129.16,1.98,4.55,90.70%,29.80%,11.00%,9.40%,117.30M,0.94
BRC,51.58,54.17,UP,2285288982,Technology,149.20M,1.30B,5700,2.00,16.31,2.33,1.78,2.60,78.78,0.10,2.89,92.10%,15.90%,15.00%,11.50%,50.18M,0.76
BRFS,4.08,4.07,DOWN,2582089853,Consumer Staples,-270.90M,9.87B,100000,3.40,-,-,0.26,1.09,19.76,2.11,-0.24,6.50%,-14.70%,9.80%,-2.90%,1.08B,1.75
BRMK,10.11,9.44,DOWN,770626379,Real Estate,77.90M,120.30M,60,2.60,9.61,-,6.32,0.66,-,0.09,0.59,46.80%,6.80%,6.90%,64.70%,132.81M,1.01
BRO,46.35,69.81,UP,16582890133,Finance,-,3.25B,12023,2.60,30.30,2.29,4.89,3.63,-,0.99,1.85,75.40%,-,10.30%,-,277.20M,0.74
BRSP,7.09,9.85,UP,992385167,Real Estate,73.00M,416.50M,55,2.00,12.48,-,2.16,0.62,12.03,2.89,0.56,62.40%,5.00%,3.00%,17.50%,127.76M,1.76
BRT,14.65,23.44,UP,396174916,Real Estate,74.00M,44.10M,9,2.00,5.02,-,9.07,1.50,-,1.34,4.21,46.50%,33.90%,-2.70%,-,17.67M,1.22
BRX,15.82,25.31,UP,6385946731,Real Estate,293.80M,1.19B,501,2.40,22.06,4.71,5.40,2.31,-,1.84,0.98,-,-,5.00%,-,299.99M,1.54
BSAC,19.9,16.3,DOWN,6763661257,Finance,985.10M,3.78B,9988,2.80,6.99,0.92,1.79,1.81,-,5.52,2.09,10.20%,26.60%,5.60%,26.10%,471.12M,0.69
BSBR,8.02,5.37,DOWN,42273382960,Finance,2.91B,20.92B,51214,2.70,15.03,2.84,1.05,2.06,29.67,1.10,0.39,0.60%,14.00%,12.20%,13.90%,7.44B,0.88
BSIG,18.8,25.92,UP,781028167,Finance,137.20M,488.50M,350,2.70,8.50,0.35,1.61,-,-,-,2.28,-,143.00%,38.20%,65.70%,41.43M,1.70
BSM,7.25,10.35,UP,3825769735,Energy,406.50M,612.60M,93,2.00,10.69,1.62,6.61,5.57,46.79,0.12,1.85,15.90%,19.00%,21.90%,22.50%,209.40M,1.06
BSMX,5.1,5.55,UP,7961273085,Finance,-,71.35B,25627,3.00,6.25,0.62,0.11,0.05,-,-,0.92,0.61%,-,-,-,6.78B,-
BSX,35.27,42.99,UP,61466360529,Health Care,597.00M,12.57B,41000,1.70,101.11,9.65,4.82,3.48,65.33,0.52,0.41,94.10%,4.50%,4.50%,6.00%,1.43B,0.84
BTCM,9.7,6.41,DOWN,21405431,Technology,-62.70M,1.37B,153,-,-,-,0.01,0.09,-,0.00,-0.95,14.80%,-,-37.30%,-,86.39M,2.43
BTI,37.7,37.25,DOWN,88712548914,Health Care,6.02B,30.25B,51809,1.00,14.74,1.25,2.89,1.04,14.89,0.61,2.63,7.00%,8.10%,7.40%,20.50%,2.26B,0.63
BTO,29.41,45.48,UP,664332830,Finance,515.70M,2.43B,4689,-,72.84,-,20.68,9.47,58.94,0.02,0.49,21.93%,13.20%,15.30%,21.20%,1.06B,0.95
BTU,2.94,10.23,UP,3485258000,Energy,732.00M,3.96B,4900,2.20,6.12,-,1.09,1.92,14.34,0.47,4.90,91.60%,44.30%,15.10%,19.20%,144.00M,0.93
BUD,69.77,60.55,DOWN,101042983571,Consumer Staples,5.09B,57.32B,169000,2.70,21.46,2.05,1.58,8.75,-,1.17,2.46,6.50%,7.30%,6.80%,8.90%,1.70B,1.23
BUR,9.58,10.14,UP,1772113505,Consumer Staples,-,174.42M,140,2.00,286.67,-,10.80,1.21,-,-,0.03,71.29%,-,-,-,219.05M,-
BURL,253.38,293.23,UP,9381010357,Consumer Discretionary,163.40M,8.83B,14803,2.00,55.83,8.86,1.02,14.01,-,2.35,2.42,-,23.10%,20.10%,1.90%,65.80M,1.00
BV,14.96,13.93,DOWN,831420000,Consumer Discretionary,15.40M,2.72B,19800,2.70,54.84,3.62,0.30,0.68,-,1.13,0.16,96.90%,2.00%,3.00%,0.90%,93.21M,1.39
BVH,12.77,34.72,UP,326087839,Consumer Discretionary,69.10M,759.70M,5586,2.00,6.31,0.63,0.50,1.71,4.82,2.66,3.28,51.90%,28.60%,3.10%,9.20%,20.23M,1.73
BVN,12.35,7.35,DOWN,1761398923,Basic Materials,183.80M,856.70M,2043,2.60,10.29,0.56,1.73,0.64,-,0.25,0.72,62.80%,-,-1.20%,-,253.99M,0.43
BW,3.35,9.06,UP,406505445,Technology,17.60M,777.30M,1800,2.40,22.88,3.27,0.52,54.62,-,51.35,0.19,84.20%,125.10%,6.90%,2.30%,88.03M,2.13
BWA,38.06,44.82,UP,8797163150,Consumer Discretionary,818.00M,15.35B,49300,2.40,11.12,0.58,0.59,1.32,16.41,0.61,3.44,98.80%,11.80%,8.90%,5.30%,234.30M,1.43
BX,63,128.5,UP,68152216262,Finance,2.59B,12.58B,3795,2.30,26.02,1.76,8.77,7.56,-,1.11,3.54,63.00%,57.90%,69.00%,42.40%,707.38M,1.43
BXC,27.97,91.64,UP,658200802,Consumer Discretionary,325.50M,4.49B,2053,2.00,2.02,0.08,0.14,1.21,2.59,1.01,32.52,85.80%,-,36.60%,-,9.04M,1.86
BXP,90.82,115.72,UP,11377256997,Real Estate,-,3.04B,743,2.50,12.22,1.75,3.74,1.90,-,2.34,5.89,-,-,4.90%,-,156.72M,1.06
BY,15.6,27.07,UP,872335690,Finance,82.00M,273.00M,929,2.30,10.56,1.06,3.18,1.11,6.32,0.14,2.17,48.00%,11.60%,21.70%,33.90%,37.06M,1.22
BYD,42.12,65.39,UP,6218219881,Consumer Discretionary,576.50M,3.51B,15114,2.00,11.18,1.81,1.75,4.18,7.52,1.90,5.20,71.10%,34.20%,14.50%,14.90%,110.12M,1.85
BZH,14.65,23.27,UP,352940463,Consumer Discretionary,182.20M,2.08B,1052,2.00,1.90,0.47,0.17,0.40,-,1.23,5.91,78.70%,23.20%,6.90%,8.80%,30.51M,2.06
C,60.14,60.43,UP,89039293000,Finance,14.60B,61.53B,231000,2.50,6.17,-,1.43,0.49,5.53,0.00,7.42,73.70%,9.50%,9.30%,27.90%,1.94B,1.58
CAAP,3.88,5.74,UP,1275585455,Consumer Discretionary,80.70M,1.02B,5786,3.00,15.98,0.56,1.26,2.06,13.50,2.44,0.50,12.00%,11.60%,-8.90%,5.90%,160.75M,2.06
CABO,2152.22,1772.28,DOWN,5015901834,Consumer Discretionary,357.80M,1.72B,3628,2.60,11.78,1.18,2.32,2.08,19.36,2.01,56.57,97.70%,19.40%,7.90%,20.80%,5.95M,0.84
CACI,241.16,269.22,UP,7110407803,Technology,367.80M,6.32B,22000,2.10,19.42,8.09,1.13,2.25,11.36,0.52,15.56,90.90%,12.30%,8.50%,5.80%,23.42M,0.95
CADE,27.59,30.04,UP,5057564783,Finance,321.20M,1.38B,4596,2.00,16.00,3.20,3.64,1.18,29.21,0.11,1.72,77.80%,5.30%,11.10%,15.90%,183.71M,1.01
CAG,35.99,33.88,DOWN,17547922081,Consumer Staples,575.30M,11.79B,18000,2.80,30.26,4.88,1.48,2.04,65.54,1.06,1.19,86.20%,6.60%,6.30%,4.90%,480.60M,0.60
CAH,52.93,52.17,DOWN,19903851501,Health Care,-933.00M,181.36B,46500,2.80,-,-,0.12,-,9.35,-,-3.44,93.00%,-378.90%,-16.70%,-0.50%,273.00M,0.82
CAJ,18.21,24.41,UP,21523825016,Consumer Discretionary,1.47B,25.75B,184034,3.00,15.50,15.50,1.13,1.10,-,0.14,1.41,1.60%,7.20%,6.80%,5.70%,1.05B,0.40
CAL,14.53,22.86,UP,1003129592,Consumer Discretionary,187.60M,2.94B,5200,2.20,5.21,0.35,0.33,2.48,45.80,0.92,5.16,91.90%,55.50%,25.30%,6.40%,35.03M,1.77
CALX,29.19,78.7,UP,4862942111,Technology,49.00M,799.70M,954,1.90,93.88,4.69,5.48,6.74,206.57,0.00,0.71,83.70%,8.10%,42.20%,6.10%,65.36M,1.70
CANG,7.56,3.14,DOWN,348329838,Technology,-97.80M,401.00M,2351,3.00,-,-,0.92,0.44,-,0.24,-0.69,31.90%,-10.70%,-0.50%,-24.40%,139.74M,0.82
