Symbol,Start,End,Label,Market Cap,Sector,Income,Sales,Employees,Recom Analyst Rating (1 buy/5 sell),price-to-earnings,Price/Earnings-to-Growth,Price-to-Sales Ratio,Price-to-Book,Price to free cash flow,debt-to-equity,EPS (ttm),Inst Own,ROE,ROI,Profit Margin,Shs Outstand,Beta
LFUS,252,313.67,UP,5488411096,Technology,348.50M,2.33B,17000,2.60,15.48,1.50,2.30,2.61,24.60,0.43,13.96,-,17.70%,13.00%,14.70%,24.73M,1.21
LFVN,9.43,6.32,DOWN,50443613,Consumer Staples,3.10M,206.40M,259,2.00,17.75,1.48,0.24,1.44,7.75,0.00,0.22,32.70%,9.10%,12.10%,1.50%,11.76M,1.15
LGHL,1.88,1.35,DOWN,47591239,Finance,-8.10M,27.10M,38,-,-,-,2.19,0.88,-,0.00,-0.32,1.90%,-32.90%,5.60%,-30.10%,47.12M,0.89
LGIH,103.61,151.25,UP,2160628834,Consumer Discretionary,413.90M,2.82B,952,3.00,4.96,0.33,0.69,1.31,-,0.76,17.03,92.20%,28.80%,19.10%,14.50%,23.55M,1.58
LGMK,15.2,3.23,DOWN,7687150,Consumer Discretionary,-9.70M,11.80M,19,3.00,-,-,0.64,0.30,-,0.00,-1.09,9.60%,-36.00%,-28.40%,-81.80%,9.60M,1.92
LGND,65.22,100.77,UP,1487370363,Health Care,-8.00M,240.40M,154,2.00,-,-,4.57,1.32,11.42,0.14,-0.49,91.00%,-1.00%,7.10%,-3.30%,16.87M,1.04
LHCG,210.3,138.61,DOWN,5184605868,Health Care,73.30M,2.30B,16000,3.00,70.37,4.69,2.24,3.21,-,0.48,2.36,90.70%,4.60%,6.50%,3.20%,30.54M,0.45
LI,32.46,31.95,DOWN,13314136736,Consumer Discretionary,-48.60M,5.03B,15157,1.80,-,-,3.53,3.02,14.44,0.32,-0.05,27.30%,-0.90%,-2.40%,-1.00%,965.40M,-
LIFE,3.97,7.5,UP,70703864,Health Care,-40.80M,-,49,1.80,-,-,-,0.78,-,0.00,-1.61,70.60%,-39.60%,-,-,28.06M,1.30
LILA,11.08,11.67,UP,1734167932,Telecommunications,-921.70M,4.91B,11900,2.40,-,-,0.36,1.01,8.92,4.29,-4.10,77.60%,-39.70%,-1.70%,-18.80%,224.87M,1.28
LILAK,11.1,11.45,UP,1733060545,Telecommunications,-,4.90B,11900,2.00,-,-,0.37,0.99,-,-,-1.92,75.52%,-,-,-,175.06M,-
LILM,12.49,7.05,DOWN,540930147,Industrials,-406.20M,0.00M,964,2.80,-,-,-,1.47,-,0.03,-1.42,12.70%,-,-,-,285.66M,-
LINC,6.37,7.5,UP,150993791,Consumer Discretionary,21.20M,341.60M,1672,1.70,7.99,0.53,0.47,1.38,18.30,0.00,0.84,63.90%,17.40%,28.40%,6.20%,25.96M,0.91
LINK,9.08,9.84,UP,55575168,Technology,-0.70M,7.90M,89,-,-,-,7.26,4.61,-,0.00,-0.11,0.10%,-6.30%,-5.40%,-9.50%,6.60M,1.19
LIQT,7.51,5.64,DOWN,18818589,Industrials,-15.80M,18.90M,120,2.00,-,-,1.02,0.50,-,0.29,-0.64,19.80%,-98.30%,-35.10%,-83.70%,43.90M,1.06
LITE,96.72,106.35,UP,5069521261,Technology,198.90M,1.71B,6815,1.90,26.38,1.95,2.76,2.58,12.85,1.00,2.67,-,10.20%,7.10%,11.60%,68.80M,0.99
LIVN,64.57,87.58,UP,2519862195,Health Care,-31.40M,1.02B,3000,1.50,-,-,2.64,2.08,52.90,0.36,-0.62,-,-2.40%,-4.70%,-3.10%,53.51M,0.85
LIXT,3.21,1.15,DOWN,8198447,Health Care,-6.50M,-,3,-,-,-,-,2.08,-,0.00,-0.45,5.20%,-330.60%,-,-,16.20M,-0.78
LIZI,3.97,1.87,DOWN,22846962,Technology,1.00M,287.30M,754,1.00,27.31,-,0.06,0.55,-,0.14,0.02,21.30%,2.60%,-42.80%,0.30%,51.55M,-
LKCO,0.71,0.63,DOWN,68647277,Technology,-68.80M,145.10M,180,-,-,-,0.45,0.40,-,0.00,-0.20,1.50%,-70.90%,-38.60%,-47.40%,362.67M,0.39
LKFN,53.88,79.74,UP,2098737594,Finance,102.10M,212.50M,567,3.00,20.44,2.04,9.80,4.00,17.55,0.00,3.97,82.60%,17.10%,22.00%,48.00%,25.53M,0.77
LKQ,34.72,59.34,UP,15052673000,Consumer Discretionary,1.19B,12.98B,46000,1.70,12.57,0.38,1.14,2.65,16.95,0.42,4.19,-,19.10%,13.10%,8.50%,281.40M,1.41
LMAT,40.19,50.91,UP,963071806,Health Care,21.20M,160.20M,450,2.20,46.39,17.84,6.12,3.77,50.29,0.00,0.96,90.50%,10.60%,11.40%,16.90%,21.96M,1.02
LMB,12.05,8.96,DOWN,87629748,Consumer Discretionary,7.60M,486.90M,450,2.00,10.57,0.88,0.16,0.90,6.47,0.39,0.72,41.50%,8.80%,7.30%,1.60%,10.42M,0.91
LMFA,3.45,4.9,UP,13069627,Finance,-13.60M,0.30M,8,2.00,-,-,41.41,0.18,-,0.00,-1.69,29.30%,-25.20%,8.50%,-,13.09M,1.75
LMNL,4.28,0.97,DOWN,15521280,Health Care,-26.10M,0.40M,48,3.50,-,-,38.29,0.77,-,0.85,-0.85,0.90%,122.40%,-48.40%,-,31.04M,1.29
LMNR,16.38,15.75,DOWN,211240888,Consumer Staples,-3.00M,178.40M,268,1.80,-,-,1.29,1.33,-,0.77,-0.18,45.60%,-2.70%,-2.30%,-2.60%,17.53M,0.60
LNDC,11.09,11.03,DOWN,302466562,Health Care,-50.70M,187.50M,689,1.30,-,-,1.47,2.75,-,1.47,-1.72,91.40%,-,-14.20%,-,29.58M,1.10
LNSR,6.98,6.07,DOWN,53561890,Health Care,-23.50M,36.90M,110,1.00,-,-,1.36,1.04,-,0.00,-2.41,55.00%,-45.50%,-,-63.70%,10.07M,-
LNT,50.49,61.45,UP,13029344597,Utilities,695.00M,3.96B,3313,2.60,18.62,3.21,3.24,2.11,-,1.32,2.77,77.10%,11.50%,6.30%,17.50%,250.90M,0.49
LNTH,13.77,29.49,UP,5100647941,Health Care,32.40M,664.20M,612,1.70,131.19,3.48,5.93,6.81,45.45,0.30,0.43,-,6.30%,-8.80%,4.90%,68.67M,0.79
LNW,39.47,67.18,UP,5318308430,Consumer Discretionary,-70.00M,2.30B,9500,2.60,-,-,2.25,6.50,17.16,4.81,-0.77,95.70%,-236.90%,7.30%,-,95.00M,1.74
LOAN,5.02,5.7,UP,63510721,Real Estate,5.20M,8.10M,6,2.00,12.36,-,8.04,1.48,-,0.68,0.45,16.30%,11.90%,6.80%,64.00%,11.49M,0.45
LOB,45.11,87.2,UP,1449776513,Finance,204.60M,400.10M,891,2.80,6.90,-,3.50,1.74,30.52,0.00,4.55,68.40%,22.30%,23.00%,40.50%,43.83M,1.51
LOCO,18.21,14.12,DOWN,374280419,Consumer Discretionary,25.60M,458.80M,4626,2.60,15.84,1.06,0.90,1.25,20.41,0.13,0.70,97.60%,8.20%,8.80%,5.60%,36.33M,1.29
LOGC,8.25,2.27,DOWN,67576899,Health Care,-31.00M,10.20M,62,2.50,-,-,6.66,3.29,-,0.32,-0.94,40.30%,-107.60%,-99.90%,-,32.96M,4.62
LOGI,98.47,84.07,DOWN,7997992246,Technology,501.10M,5.17B,8200,2.30,17.90,66.31,1.78,4.02,21.64,0.00,2.98,32.50%,21.60%,26.80%,9.70%,163.19M,0.98
LOPE,89.71,85.79,DOWN,3134808736,Consumer Discretionary,198.80M,904.00M,3675,1.70,18.47,-,3.53,5.44,17.63,0.00,5.57,-,27.00%,20.20%,22.00%,31.30M,0.52
LOTZ,11.25,2.38,DOWN,32657282,Consumer Discretionary,-77.40M,290.70M,492,3.00,-,-,0.09,0.18,-,0.13,-0.68,38.20%,-39.40%,-54.00%,-26.60%,114.71M,0.72
LOV,5.11,2.8,DOWN,39784434,Consumer Discretionary,-28.90M,203.20M,269,2.00,-,-,0.20,1.92,-,4.22,-1.10,37.70%,-93.80%,-45.70%,-14.20%,26.17M,1.11
LPCN,1.43,1.01,DOWN,36289424,Health Care,3.40M,16.60M,13,1.50,10.33,-,2.16,0.89,-,0.00,0.04,13.40%,8.50%,-1.80%,20.60%,88.50M,0.54
LPLA,103.34,161.87,UP,20298220254,Finance,634.70M,8.36B,6099,1.90,34.36,0.68,2.51,11.61,-,0.00,7.79,-,27.00%,12.30%,5.50%,79.95M,0.94
LPRO,33.44,22.79,DOWN,830944596,Finance,103.50M,212.60M,132,2.00,7.80,-,3.81,3.90,7.09,0.70,0.82,78.70%,61.10%,49.80%,48.70%,126.22M,0.67
LPSN,61.12,36.59,DOWN,791755375,Technology,-223.40M,504.90M,1540,3.00,-,-,1.50,6.49,-,6.13,-2.99,89.40%,-97.90%,-9.80%,-44.30%,77.29M,1.34
LPTH,3.79,2.44,DOWN,31403438,Technology,-3.50M,35.60M,329,2.00,-,-,0.80,0.93,-,0.14,-0.13,35.70%,-11.20%,-10.30%,-10.00%,27.04M,1.63
LPTX,2.18,3.21,UP,84267191,Health Care,-49.30M,0.80M,36,1.80,-,-,94.63,0.81,-,0.00,-0.58,45.20%,-48.50%,-38.40%,-,88.32M,0.61
LQDA,3,4.98,UP,311513706,Health Care,-44.20M,13.80M,47,1.90,-,-,21.75,3.01,-,0.20,-0.82,51.20%,-59.80%,-44.20%,-,62.18M,0.24
LQDT,16.26,21.92,UP,613476539,Consumer Discretionary,64.70M,275.20M,614,1.50,9.01,-,2.18,3.75,17.57,0.00,1.89,68.20%,47.10%,37.40%,23.50%,31.91M,1.36
LRCX,478.02,718.33,UP,55241131943,Technology,4.85B,18.00B,17700,2.20,12.47,1.63,3.23,8.03,23.78,0.67,34.87,84.70%,74.10%,42.50%,27.00%,136.89M,1.38
LRMR,22,10.89,DOWN,138461440,Health Care,-43.50M,-,31,1.50,-,-,-,1.01,-,0.00,-2.38,65.60%,-71.50%,-,-,39.94M,0.77
LSAK,4.74,5.4,UP,236226719,Technology,-43.90M,222.60M,2657,2.00,-,-,1.01,1.01,-,0.88,-0.76,49.50%,-17.70%,-9.20%,-19.60%,59.43M,1.30
LSCC,45.33,76.68,UP,6672222632,Technology,155.50M,626.20M,856,2.00,48.17,3.21,10.77,16.79,40.00,0.34,1.10,-,27.20%,17.40%,18.10%,137.42M,1.18
LSTA,21.6,12.61,DOWN,33552143,Health Care,-24.60M,-,27,2.00,-,-,-,0.19,-,0.00,-6.13,9.40%,-27.20%,-,-,7.82M,1.03
LSTR,133.09,178.33,UP,5590150860,Industrials,450.90M,7.71B,1399,3.10,13.39,0.61,0.75,6.76,16.22,0.24,12.13,-,52.30%,35.40%,5.80%,36.33M,0.89
LTBR,4.16,7.11,UP,58748665,Consumer Discretionary,-11.50M,-,6,-,-,-,-,1.75,-,0.00,-2.59,7.40%,-40.80%,-,-,11.58M,3.10
LTCH,10.25,7.58,DOWN,185369286,Technology,-172.40M,48.40M,440,2.60,-,-,3.38,0.42,-,0.01,-1.72,53.10%,-43.20%,-39.70%,-,141.97M,-
LTRN,18.88,7.24,DOWN,45760751,Health Care,-16.20M,-,14,2.00,-,-,-,0.79,-,0.00,-1.47,30.50%,-23.70%,-,-,10.83M,-
LTRPA,4.27,2.2,DOWN,87236207,Technology,156.00M,1.22B,2691,3.00,0.62,-,0.15,-,0.58,-,2.04,52.70%,-77.90%,-14.00%,12.80%,76.00M,1.96
LTRX,4.31,7.64,UP,179855997,Telecommunications,-5.40M,129.70M,335,1.80,-,-,1.17,1.85,-,0.20,-0.17,35.50%,-7.70%,-4.10%,-4.10%,34.91M,2.26
LTRY,12.1,6.43,DOWN,19608897,Consumer Discretionary,-,84.22M,43,2.00,-,-,0.20,0.10,-,0.02,-0.67,7.00%,-,8.50%,-,46.83M,0.71
LULU,356.4,398.69,UP,42100051266,Consumer Discretionary,1.10B,7.06B,29000,2.10,37.97,1.75,5.83,14.48,173.32,0.00,8.54,88.40%,40.30%,35.60%,15.60%,127.62M,1.30
LUMO,31.11,6.96,DOWN,75648618,Health Care,-28.70M,0.70M,32,1.70,-,-,107.85,1.01,-,0.00,-3.43,28.40%,-33.80%,-34.50%,-,8.37M,1.06
LUNA,9.42,8.52,DOWN,170843675,Health Care,-3.20M,93.20M,385,1.70,-,-,1.88,1.97,-,0.24,-0.10,50.80%,10.70%,-0.60%,9.80%,32.48M,1.37
LUNG,59.67,32.92,DOWN,497161123,Health Care,-53.70M,51.70M,253,2.30,-,-,3.63,1.07,-,0.10,-1.46,-,-28.60%,-22.60%,-,37.00M,-
LVO,3.41,1.18,DOWN,59844454,Consumer Discretionary,-34.50M,101.50M,184,1.70,-,-,0.58,-,-,-,-0.43,24.80%,660.00%,-250.00%,-34.00%,82.07M,1.36
LVOX,10.55,4.88,DOWN,310142425,Technology,-46.90M,127.50M,672,2.30,-,-,2.04,2.17,-,0.52,-0.51,87.60%,-39.20%,-56.20%,-36.80%,91.56M,-0.25
LWAY,5.21,4.8,DOWN,93136123,Consumer Staples,1.30M,123.80M,280,3.00,76.22,7.62,0.78,2.00,50.76,0.14,0.08,7.60%,2.30%,6.70%,0.90%,15.44M,1.52
LWLG,0.98,14.73,UP,953852788,Industrials,-19.70M,-,19,-,-,-,-,29.72,-,0.00,-0.18,22.60%,-83.00%,-,-,111.59M,2.02
LX,6.67,3.73,DOWN,249847216,Finance,147.80M,1.27B,3896,2.20,1.98,0.84,0.21,0.23,-,1.09,0.72,23.90%,13.50%,17.00%,11.60%,178.89M,0.43
LXRX,3.52,4.17,UP,407138045,Health Care,-96.80M,0.10M,87,2.30,-,-,3787.99,4.53,-,0.00,-0.65,78.00%,-93.60%,-76.70%,-,183.63M,1.36
LYFT,47.28,43.49,DOWN,5153585603,Technology,-957.10M,3.70B,4453,2.20,-,-,1.30,5.12,-,0.92,-2.77,79.50%,-77.80%,-49.40%,-25.90%,350.53M,1.68
LYL,2.32,1.24,DOWN,7549541,Finance,-,1.41M,18,-,-,-,9.39,0.92,-,-,-0.22,0.29%,-,-,-,23.60M,-
LYRA,11.24,4.28,DOWN,154555155,Health Care,-46.20M,6.10M,53,1.40,-,-,24.21,1.42,-,0.00,-2.86,78.50%,-83.70%,-127.20%,-,33.95M,-
LYTS,8.09,6.87,DOWN,209361734,Consumer Discretionary,15.00M,455.10M,1380,1.70,18.82,0.75,0.59,1.88,-,0.55,0.54,62.30%,10.70%,7.50%,3.30%,27.48M,1.00
MANH,103.28,156.86,UP,7603076923,Technology,111.70M,740.50M,4080,1.90,63.35,4.22,9.69,35.07,45.29,0.00,1.75,-,51.10%,44.20%,15.10%,62.59M,1.68
MAPS,13.03,6.14,DOWN,183843388,Technology,53.90M,220.80M,606,1.50,2.51,-,1.40,1.41,-,0.00,0.77,57.50%,72.90%,-11.90%,24.40%,86.42M,-
MAR,124.77,164.86,UP,52256014152,Consumer Discretionary,1.74B,17.93B,120000,2.40,28.06,0.68,2.69,27.47,25.79,4.96,5.29,61.50%,118.70%,13.00%,9.70%,328.20M,1.58
MARA,11.01,34.39,UP,1533650531,Finance,-215.30M,188.60M,10,1.90,-,-,6.98,1.74,-,1.16,-1.99,39.90%,-31.00%,-7.70%,-,109.44M,5.04
MARK,1.84,0.99,DOWN,29570719,Consumer Discretionary,-3.50M,14.80M,74,-,-,-,2.28,-,-,-,0.00,9.00%,-13.90%,-22.90%,-23.40%,105.16M,3.02
MASI,265.9,297.23,UP,6894594525,Health Care,190.70M,1.50B,2200,2.50,37.95,3.19,4.40,5.65,40.44,0.78,3.32,96.00%,13.10%,14.90%,12.70%,53.90M,0.87
MASS,54.71,25.68,DOWN,500704305,Health Care,-26.20M,47.80M,177,1.20,-,-,9.62,2.23,-,0.00,-0.86,92.00%,-14.00%,-9.60%,-54.70%,31.41M,-
MAT,17.25,21.39,UP,6685312363,Consumer Discretionary,603.60M,5.83B,36300,1.90,10.52,0.86,1.07,3.62,20.95,1.49,1.68,-,66.60%,27.80%,17.80%,353.46M,1.21
MATW,28.57,36.48,UP,823289214,Industrials,-22.50M,1.74B,11000,2.00,-,-,0.47,1.41,13.06,1.31,-0.71,77.80%,-3.60%,2.50%,-1.30%,31.24M,1.07
MAXN,30.78,14.21,DOWN,770004597,Technology,-285.70M,903.10M,4202,2.60,-,-,0.79,3.99,-,1.48,-7.04,38.30%,-96.60%,-34.10%,-31.60%,40.85M,-
MAYS,22.5,41,UP,90488364,Real Estate,-0.70M,21.40M,31,-,-,-,4.32,1.73,-,0.12,-0.35,3.00%,-1.30%,-0.60%,-3.30%,2.02M,0.04
MBIN,18.55,31.79,UP,1034987185,Finance,194.90M,382.00M,481,1.50,5.41,-,2.73,1.21,1.12,0.66,4.50,22.80%,23.80%,15.60%,50.40%,43.21M,1.10
MBIO,3.95,1.73,DOWN,57445907,Health Care,-75.90M,-,102,1.60,-,-,-,0.54,-,0.33,-0.79,17.30%,-73.40%,-,-,102.95M,1.63
MBOT,7.16,8.24,UP,28569008,Health Care,-13.10M,-,17,2.00,-,-,-,2.88,-,0.00,-1.84,21.00%,-100.10%,-,-,7.89M,3.17
MBRX,5.1,1.68,DOWN,29178840,Health Care,-20.80M,-,13,1.70,-,-,-,0.39,-,0.00,-0.73,10.40%,-27.90%,-,-,28.58M,1.77
MBUU,61.81,69.33,UP,1092655373,Consumer Discretionary,157.60M,1.21B,3015,1.70,7.12,0.47,0.89,2.18,9.81,0.24,7.53,-,35.30%,26.90%,13.00%,20.47M,1.60
MBWM,27.01,34.96,UP,556270480,Finance,50.90M,160.60M,585,2.20,10.95,1.37,3.50,1.30,7.92,0.32,3.22,57.00%,12.70%,19.60%,35.00%,15.85M,1.03
MCBC,8.34,8.79,UP,366166141,Finance,28.80M,62.80M,279,3.00,13.80,1.73,6.00,1.68,23.99,0.00,0.84,41.50%,11.80%,20.20%,45.90%,34.25M,0.69
MCBS,14.18,27.85,UP,569267062,Finance,69.90M,134.10M,216,3.00,8.08,-,4.22,1.73,4.67,0.00,2.72,17.30%,22.70%,28.60%,50.80%,25.46M,0.57
MCFT,24.25,29,UP,398060991,Consumer Discretionary,58.20M,707.90M,1750,2.20,7.07,0.71,0.56,2.76,-,0.39,3.13,92.30%,44.70%,29.80%,8.20%,17.95M,1.81
MCHP,68.59,87.08,UP,34182196959,Technology,1.54B,7.22B,21000,2.10,24.03,1.01,4.97,6.07,17.04,0.00,2.73,96.10%,26.30%,11.30%,21.30%,553.80M,1.51
MCHX,2.02,2.57,UP,69003789,Consumer Discretionary,-1.80M,53.20M,187,2.00,-,-,1.34,1.52,-,0.00,-0.05,69.40%,-3.60%,-13.30%,-3.50%,43.36M,2.03
MCRB,25.06,8.55,DOWN,1090588968,Health Care,-103.10M,136.70M,333,1.90,-,-,6.98,31.44,-,0.00,-1.14,80.90%,-100.30%,-41.30%,-75.50%,124.59M,2.79
MCRI,58.06,73.75,UP,1505060196,Consumer Discretionary,84.90M,468.40M,2650,2.50,18.29,1.31,3.17,3.10,17.20,0.13,4.34,65.40%,17.20%,13.60%,16.70%,18.99M,1.71
MDB,350.41,532.35,UP,12668212148,Technology,-361.90M,1.08B,3544,2.00,-,-,9.08,14.50,-,1.78,-5.37,91.60%,-54.20%,-15.80%,-33.40%,68.33M,1.06
MDGL,109.76,84.89,DOWN,1222550675,Health Care,-255.90M,-,71,1.90,-,-,-,13.25,-,0.58,-15.07,80.10%,-155.00%,-,-,17.10M,0.91
MDGS,1.97,1.02,DOWN,11425197,Health Care,-5.90M,42.70M,26,-,-,-,1.21,0.21,-,0.35,-0.20,0.80%,-13.90%,2.90%,-13.80%,24.11M,1.38
MDIA,2.66,5.34,UP,11638194,Consumer Discretionary,-14.00M,59.10M,192,-,-,-,0.57,-,7.15,-,-1.86,86.70%,72.80%,6.00%,-23.80%,21.44M,-
MDJH,4.12,1.77,DOWN,18625312,Finance,-2.20M,4.50M,71,-,-,-,4.52,2.90,-,0.00,-0.19,0.10%,-26.30%,-32.70%,-50.30%,11.68M,-0.36
MDLZ,57.92,65.75,UP,84269257458,Consumer Staples,3.86B,29.88B,79000,1.90,23.36,5.25,2.94,3.23,55.61,0.70,2.76,80.20%,15.00%,7.00%,14.00%,1.38B,0.67
MDNA,4.48,1.66,DOWN,50849280,Health Care,-20.30M,-,18,-,-,-,-,2.00,-,0.00,-0.37,6.82%,-93.30%,-,-,56.13M,0.28
MDRX,14.33,18.46,UP,1624772892,Technology,125.20M,1.05B,8000,2.50,16.78,2.10,1.70,1.55,9.73,0.00,0.96,-,4.60%,3.30%,5.90%,114.25M,0.95
MDVL,14.67,1.36,DOWN,55231530,Consumer Staples,-48.60M,33.40M,287,2.00,-,-,1.52,1.36,-,0.30,-1.29,88.10%,-216.90%,-151.10%,-,69.36M,0.37
MDWD,3.77,2.47,DOWN,53770460,Health Care,-15.40M,20.90M,77,1.70,-,-,2.45,-,-,-,-0.53,7.60%,-,432.60%,-73.80%,33.14M,1.03
MDWT,55.39,16.2,DOWN,53596668,Finance,-0.60M,18.70M,64,3.00,-,-,2.76,1.00,3.04,0.00,-0.17,32.90%,-0.90%,-29.50%,-3.20%,3.74M,0.31
MDXG,9.16,5.99,DOWN,340257778,Health Care,-27.90M,256.30M,811,2.00,-,-,1.33,-,-,-,-0.25,62.50%,416.50%,-11.00%,-10.90%,112.87M,1.74
ME,11.12,6.9,DOWN,1422303426,Health Care,-265.00M,277.20M,728,2.50,-,-,4.74,1.53,-,0.00,-1.09,38.20%,-31.30%,-27.40%,-95.60%,446.50M,-
MEDP,134.42,219.08,UP,6907909122,Health Care,226.60M,1.37B,5000,2.60,32.29,2.27,4.75,18.65,22.88,0.40,6.51,87.40%,41.40%,18.70%,16.50%,31.01M,1.47
MEDS,5.41,2.37,DOWN,7347826,Technology,-4.10M,11.50M,47,2.00,-,-,0.61,3.79,-,0.28,-0.51,7.00%,-126.30%,-139.30%,-36.00%,8.18M,1.19
MEIP,2.77,2.65,DOWN,45788433,Health Care,-54.50M,40.70M,102,2.30,-,-,0.96,0.78,-,0.00,-0.44,38.10%,-95.60%,-144.10%,-,133.12M,0.83
MELI,1640,1356.46,DOWN,45254109225,Consumer Discretionary,237.10M,8.83B,29957,1.80,198.98,-,5.26,29.99,42.46,2.81,4.73,84.20%,19.70%,4.80%,2.70%,50.37M,1.55
MERC,10.26,11.83,UP,890610391,Basic Materials,301.50M,2.22B,2415,2.40,3.00,0.52,0.42,1.25,5.71,1.87,4.54,52.20%,41.10%,11.70%,13.60%,66.13M,1.49
MESA,6.32,5.64,DOWN,54076220,Consumer Discretionary,-74.50M,536.20M,2600,3.00,-,-,0.09,0.11,26.81,1.50,-2.07,44.50%,-16.40%,5.10%,-13.90%,36.18M,2.47
MESO,8.51,4.81,DOWN,427215423,Health Care,-91.30M,10.20M,77,2.40,-,-,42.85,0.79,-,0.22,-0.70,2.60%,-17.30%,-12.20%,-,129.98M,3.11
META,268.94,344.36,UP,247270171594,Technology,28.83B,118.11B,87314,2.00,9.22,-,2.12,2.09,9.54,0.08,10.49,76.50%,23.20%,31.00%,24.40%,2.68B,1.14
METC,2.97,12.97,UP,503041182,Energy,100.40M,457.40M,454,2.00,5.59,1.32,1.18,1.97,11.96,0.36,2.23,67.90%,42.90%,13.30%,22.00%,44.27M,1.06
METX,54,7.83,DOWN,3793901,Real Estate,-52.60M,99.80M,1229,2.00,-,-,0.03,0.91,-,15.19,-14.06,1.40%,281.40%,-104.50%,-52.70%,11.37M,-0.49
MFH,3.34,3.24,DOWN,12287766,Technology,-12.40M,0.70M,13,-,-,-,17.09,1.32,-,0.00,-1.20,1.50%,-308.40%,-145.40%,-,13.76M,1.75
MFIN,5.19,6.23,UP,179368149,Finance,50.20M,185.10M,136,2.00,3.65,0.24,0.94,0.61,2.16,0.00,2.04,29.00%,19.50%,19.50%,30.00%,24.15M,2.06
MGEE,67.93,81.36,UP,2459470794,Utilities,104.20M,669.20M,706,4.00,23.15,5.51,3.57,2.28,-,0.60,2.88,56.20%,10.00%,6.80%,15.60%,36.16M,0.68
MGI,5.33,7.54,UP,1018922189,Consumer Discretionary,-3.20M,1.28B,3072,3.00,-,-,0.79,-,30.83,-,-0.04,92.50%,1.70%,5.90%,-0.20%,96.60M,1.08
MGIC,14.96,21.21,UP,774933873,Technology,31.60M,529.60M,3677,-,22.59,2.00,1.36,2.78,66.05,0.22,0.64,22.50%,12.10%,12.60%,6.00%,49.09M,1.14
MGNI,27.61,17.94,DOWN,974424955,Consumer Discretionary,-93.40M,549.00M,876,2.00,-,-,1.48,1.00,5.51,0.88,-0.71,66.70%,-10.90%,0.90%,-17.00%,132.43M,1.99
MGNX,22.2,16.28,DOWN,308830420,Health Care,-218.70M,66.90M,427,1.90,-,-,5.83,2.77,-,0.00,-3.57,-,-102.70%,-84.60%,-,61.38M,2.04
MGPI,46.69,86.44,UP,2499103906,Consumer Staples,117.80M,733.70M,672,2.00,21.12,2.11,3.49,3.49,98.22,0.33,5.29,82.20%,17.80%,10.90%,16.10%,22.00M,0.93
MGRC,65.44,79.28,UP,2303725064,Consumer Discretionary,103.90M,698.90M,1184,1.00,22.82,2.28,3.29,3.05,16.80,0.54,4.24,87.40%,13.90%,8.70%,14.90%,24.38M,0.79
MGTA,7.66,4.55,DOWN,75085370,Health Care,-76.90M,-,70,1.80,-,-,-,0.52,-,0.00,-1.31,77.70%,-47.40%,-,-,58.82M,1.96
MGTX,15.53,23.23,UP,329028056,Health Care,-100.90M,44.40M,333,1.90,-,-,6.89,2.16,-,0.00,-2.27,66.80%,-59.60%,-39.50%,-,44.67M,1.49
MHLD,2.49,3.02,UP,196113373,Finance,46.30M,77.50M,52,3.00,4.02,0.33,2.41,0.82,-,1.12,0.53,35.00%,20.90%,6.40%,59.70%,87.09M,1.15
MICS,10.5,7.5,DOWN,17009657,Consumer Staples,0.30M,53.10M,32,-,-,-,0.29,0.72,-,0.21,-0.58,8.00%,2.90%,6.10%,0.60%,1.91M,-0.20
MICT,2.08,0.82,DOWN,95878993,Technology,-36.60M,55.90M,431,2.00,-,-,1.56,0.68,-,0.01,-0.30,7.40%,-26.30%,-24.80%,-65.40%,124.46M,1.03
MIDD,126.16,196.84,UP,7570657321,Industrials,477.60M,3.69B,4465,1.90,16.07,1.34,1.97,3.05,-,1.12,8.48,-,19.80%,10.20%,12.90%,54.03M,1.52
MIGI,2.42,6.52,UP,35936772,Finance,-13.70M,69.80M,40,2.00,-,-,0.51,0.31,-,0.38,-0.19,7.90%,-12.70%,-32.50%,-19.60%,71.60M,2.34
MIND,2.21,1.64,DOWN,8272142,Industrials,-15.20M,29.90M,200,3.00,-,-,0.25,0.29,-,0.00,-1.11,19.00%,-60.50%,-47.90%,-54.50%,13.78M,1.60
MINM,3.76,1.21,DOWN,9882149,Consumer Discretionary,-7.10M,51.70M,83,2.00,-,-,0.19,0.41,-,0.23,-0.15,7.80%,-24.40%,-5.50%,-13.70%,46.34M,0.47
MIRM,18.15,15.71,DOWN,837939854,Health Care,-53.10M,38.50M,171,1.60,-,-,21.76,6.89,-,0.00,-1.67,81.00%,-53.60%,-54.50%,-,36.22M,-
MIST,6.76,6.94,UP,150054365,Health Care,-61.80M,15.00M,29,1.60,-,-,8.49,2.08,-,0.00,-1.46,74.30%,-57.80%,-38.30%,-,42.28M,2.05
MITK,16.47,17.48,UP,500123903,Technology,6.00M,139.80M,435,1.60,86.12,5.74,3.53,2.80,28.87,0.72,0.13,72.70%,4.30%,4.00%,5.80%,44.67M,0.78
MITO,1.42,0.79,DOWN,23373734,Health Care,-53.00M,-,38,2.00,-,-,-,-,-,-,-0.91,8.40%,138.70%,-,-,59.62M,1.46
MKSI,150.24,174.75,UP,5475542414,Industrials,555.60M,3.01B,6000,1.90,6.79,-,1.47,1.21,13.93,0.26,9.97,96.70%,18.90%,15.80%,18.40%,66.49M,1.51
