"Symbol","Start","End","Label","Market.Cap","Sector","Income","Sales","Employees","Analyst.Rating..1.buy.5.sell.","price.to.earnings","Price.Earnings.to.Growth","Price.to.Sales.Ratio","Price.to.Book","Price.to.free.cash.flow","debt.to.equity","EPS..ttm.","Inst.Own","ROE","ROI","Profit.Margin","Shs.Outstand","Beta"
"AVA",39.47,42.36,"UP",2995346999,"Utilities",148300000,1.57e+09,1809,3.3,17.92,3.32,1.88,1.22,0,1.17,2.07,0.867,0,0.046,0,73230000,0.58
"AVAL",6.85,5.17,"DOWN",2629589938,"Finance",0,0,70247,2.7,3.65,0,0,0.4,0,0,0.57,0.011,0,0,0,376840000,1.22
"AVB",155.52,251.26,"UP",24521253873,"Real Estate",813300000,2.44e+09,2927,2.5,28.78,0,9.58,2.14,62.82,0.73,5.81,0.946,0.075,0.019,0.333,139630000,0.89
"AVD",15.86,16.22,"UP",721883725,"Industrials",27100000,603600000,804,2,26.08,0,1.18,1.8,10.92,0.26,0.9,0.822,0.072,0.054,0.045,29600000,0.93
"AVNS",44.94,34.47,"DOWN",1032476892,"Health Care",-7900000,777900000,4555,3,0,0,1.34,0.86,12.22,0.2,-0.17,0.958,-0.006,0.006,-0.01,47200000,0.88
"AVNT",39.45,55.73,"UP",3135505795,"Industrials",251600000,5.02e+09,8700,1.8,10.52,0.97,0.51,1.45,16.5,1.03,2.73,0.97,0.14,0.085,0.05,91400000,1.55
"AVTR",27.31,42.01,"UP",13450363895,"Industrials",598400000,7.62e+09,13500,1.8,22.51,2.68,1.79,2.95,17.08,1.35,0.89,0.905,0.153,0.076,0.078,674100000,1.37
"AVY",151.9,215.28,"UP",13825371369,"Miscellaneous",816900000,9.2e+09,36000,2.1,17.64,2.43,1.55,7.36,31.04,1.67,9.89,0.969,0.384,0.147,0.079,81700000,0.97
"AVYA",19.24,20.08,"UP",132441611,"Technology",-1.473e+09,2.77e+09,8063,3.4,0,0,0.05,0.31,0,0,-17.03,0,-0.206,0.055,-0.029,85600000,1.01
"AWK",150.24,188.03,"UP",26366310044,"Utilities",1.32e+09,3.81e+09,6400,2.5,19.2,2.32,6.79,3.26,0,1.53,7.24,0.886,0.175,0.086,0.346,1.82e+08,0.53
"AWR",78.19,103.03,"UP",3332064209,"Utilities",82400000,484600000,808,2.3,39.96,9.08,6.97,4.73,0,0.97,2.23,0.766,0.12,0.085,0.17,36960000,0.37
"AX",36.82,55.41,"UP",2365846166,"Finance",238900000,725200000,1335,1.8,9.69,0.97,3.16,1.35,5.89,0.25,3.96,0.806,0.148,0.234,0.329,59850000,1.45
"AXL",8.12,9.22,"UP",1114006997,"Consumer Discretionary",-2.4e+07,5.32e+09,18000,2.7,0,0,0.21,2.32,4.62,6.5,-0.21,0.973,-0.052,0.065,-0.005,114500000,2.23
"AXP",118.04,164.16,"UP",111106029568,"Finance",7.53e+09,5.168e+10,64000,2.4,14.54,1.94,2.11,4.52,7.63,6.16,9.95,0.868,0.33,0.055,0.146,7.48e+08,1.14
"AXR",8.27,14.84,"UP",62848712,"Real Estate",16100000,63200000,22,0,4.85,0,0.97,0.73,3.25,0.02,2.44,0.338,0.18,0.184,0.255,5270000,0.98
"AXS",49.03,54.22,"UP",4617732508,"Finance",349200000,5.1e+09,2082,0,13.41,1.12,0.92,1.22,5.44,0.35,4.09,0.943,0.068,0.105,0.058,84660000,0.76
"AXTA",28.2,32.68,"UP",5144600364,"Consumer Discretionary",201200000,4.78e+09,12000,2.4,26.6,2.65,1.09,4.14,27.87,2.93,0.9,0,0.147,0.073,0.042,220600000,1.35
"AYI",120.22,211.44,"UP",5908460444,"Consumer Discretionary",3.84e+08,4.01e+09,13200,2.4,16.22,1.27,1.44,3.08,23.8,0.27,11.13,0,0.192,0.165,0.096,32630000,1.54
"AYX",111.16,62.03,"DOWN",3340069459,"Technology",-307900000,635900000,2595,2.3,0,0,4.66,17.01,308.61,5.1,-4.54,0.885,-0.806,-0.119,-0.385,68310000,0.6
"AZO",1180.4,2084.52,"UP",48404249721,"Consumer Discretionary",2.43e+09,1.625e+10,69440,2.1,20.89,1.58,2.88,0,18.42,0,118.03,0.984,-0.797,0.906,0.149,19130000,0.78
"AZRE",44.75,17.96,"DOWN",363154033,"Utilities",-36400000,212400000,471,3.5,0,0,1.73,0.94,0,5.08,-0.76,0,-0.125,0.033,-0.171,64160000,0.71
"AZUL",21.34,13.18,"DOWN",1063442021,"Consumer Discretionary",-5.02e+08,2.62e+09,13193,2.8,0,0,0.4,0,16.48,0,-4.81,0.333,0.148,0.008,-0.192,1.16e+08,1.2
"AZZ",46.65,55.36,"UP",991754554,"Industrials",82200000,1.07e+09,3885,1.7,12.08,1.21,0.92,1.15,15.22,1.46,3.3,0.887,0.011,0.102,0.008,24840000,1.26
"B",48.63,46.65,"DOWN",1787324505,"Industrials",36900000,1.27e+09,5100,2.5,51.68,5.17,1.45,1.5,83.09,0.44,0.72,0.882,0.019,0.06,0.021,50920000,1.2
"BA",202.72,202.71,"DOWN",85267315279,"Industrials",-8.444e+09,6.142e+10,142000,0,0,0,1.54,0,0,0,-14.27,0.58,0.536,-0.05,-0.137,596300000,1.45
"BABA",227.85,122.99,"DOWN",168753925263,"Consumer Discretionary",5.42e+09,1.1681e+11,245700,1.9,34.8,9.31,1.53,1.41,0,0.16,2.01,0.163,0.041,0.036,0.046,2.66e+09,0.5
"BAC",30.03,44.53,"UP",290123998572,"Finance",2.588e+10,6.004e+10,213000,2.2,11.64,1.96,4.89,1.24,708.05,2.1,3.16,0.706,0.107,0.061,0.431,8.11e+09,1.4
"BAH",85.98,85,"DOWN",14378079499,"Consumer Discretionary",525100000,8.82e+09,30000,2.2,27.11,3.61,1.61,11.61,70.8,2.33,3.94,0.913,0.474,0.142,0.06,132270000,0.67
"BAK",8.91,20.56,"UP",5072450301,"Industrials",1.26e+09,2.098e+10,8126,1.7,4.14,0.43,0.25,2.86,11.81,5.21,3.17,0.019,0.628,0.377,0.06,398260000,1.73
"BALL",89.76,95.45,"UP",15463926442,"Industrials",7.36e+08,1.508e+10,24300,2.7,22.81,3.26,1.06,4.65,0,2.63,2.23,0.916,0.204,0.098,0.05,317010000,0.66
"BALY",46.5,37.81,"DOWN",1088774296,"Consumer Discretionary",-68600000,1.96e+09,9460,2.7,0,0,0.5,0.89,27.56,2.37,-1.15,0.817,-0.047,0.007,-0.035,60510000,1.91
"BAM",39.17,60.53,"UP",65058034394,"Consumer Discretionary",3.72e+09,8.617e+10,180000,1.9,17.65,1.87,0.76,1.52,0,4.79,2.29,0.721,0.09,0.054,0.043,1.56e+09,1.27
"BANC",15.01,19.64,"UP",1008830861,"Finance",98300000,350200000,673,2.1,13.74,1.37,2.86,9.41,0,0,1.21,0.9815,0,0.182,0,538200000,1.26
"BAP",157.6,125.1,"DOWN",11609432010,"Finance",1.13e+09,3.24e+09,36358,3.3,10.79,0.73,3.61,1.88,113.97,0.88,14.15,0.74,0.171,0.127,0.35,81250000,0.95
"BARK",14.27,4.16,"DOWN",318180943,"Consumer Discretionary",-58900000,5.21e+08,643,1,0,0,0.58,1.5,0,0,-0.34,0.451,-0.255,-0.325,-0.113,175490000,0
"BAX",80.12,86.45,"UP",27323345138,"Health Care",-2.376e+09,1.474e+10,60000,2.2,0,0,1.75,4.61,140.15,2.97,-4.72,0.887,-0.292,0.055,-0.161,5.04e+08,0.59
"BBAR",3.02,3.22,"UP",629049014,"Finance",1.35e+08,1.37e+09,6242,3.2,4.77,0.15,0.87,0.63,11.21,0.02,0.66,0.023,0.153,0.712,0.099,204240000,1.27
"BBD",4.17,3.1,"DOWN",40396735475,"Finance",4.24e+09,1.38e+10,87274,2,4.53,2.83,2.7,0.66,0,0,0.85,0.183,0.15,0.114,0.307,5.32e+09,0.84
"BBU",24.63,29.79,"UP",1691451116,"Consumer Discretionary",0,5.362e+10,90000,1.7,17.75,0,0.03,3.19,0,0,1.17,0.779,0,0,0,74610000,0
"BBVA",4.94,5.89,"UP",30964648556,"Finance",5.95e+09,1.758e+10,114311,1,5.32,0.13,1.8,0.77,0,1.19,1,0.029,0.142,0.092,0.356,6.58e+09,1.29
"BBW",4.38,18.52,"UP",261662625,"Consumer Discretionary",50100000,443400000,1000,2,5.66,0.19,0.58,2.86,46.89,0,3.1,0.897,0.528,0.504,0.113,15280000,1.82
"BBWI",32,69.7,"UP",7618567182,"Miscellaneous",1.04e+09,7.78e+09,8800,0,7.82,0.77,0.92,0,12.41,0,4.09,0,-0.45,0.439,0.123,2.3e+08,1.7
"BBY",100.49,101.55,"UP",15457481209,"Consumer Discretionary",1.77e+09,4.925e+10,105000,2.9,9.12,1.14,0.31,5.32,171.34,0.41,7.47,0.836,0.547,0.58,0.036,225400000,1.48
"BC",76.52,99.38,"UP",5262378673,"Consumer Discretionary",6.43e+08,6.66e+09,18582,1.8,8,0.53,0.74,2.55,0,1.25,8.43,0.961,0.309,0.178,0.09,75700000,1.58
"BCH",20.7,16.09,"DOWN",9061232166,"Finance",1.43e+09,4.42e+09,12284,2.9,6.64,1.99,2.2,1.91,0,3.35,2.83,0.012,0.307,0.053,0.323,505080000,0.4
"BCO",69.77,65.87,"DOWN",2766074037,"Technology",173200000,4.44e+09,72200,2,16.5,1.14,0.61,13.81,15.04,16.63,3.58,0,0.869,0.076,0.039,47400000,1.34
"BCS",7.69,10.36,"UP",27465026270,"Finance",5.94e+09,2.362e+10,81600,3,5.08,0,1.17,0.37,0,1.97,1.41,0.035,0.079,0.026,0,4.04e+09,1.32
"BDC",40.6,64.1,"UP",3043251499,"Telecommunications",92300000,2.55e+09,6200,2.2,36.79,3.62,1.26,3.16,23.58,1.09,2.03,0,0.088,0.039,0.034,44250000,1.33
"BDN",11.49,13.52,"UP",1119492991,"Real Estate",28300000,502600000,324,3,40.73,8.15,2.25,0.7,21.49,1.27,0.16,0,0.017,0.025,0.056,171570000,1.1
"BDX",244.42,246.91,"UP",66968090224,"Health Care",1.52e+09,1.924e+10,75000,2.4,41.73,8.69,3.3,2.47,127.6,0.64,5.29,0.924,0.085,0.06,0.108,285440000,0.62
"BE",27.29,21.89,"DOWN",3634677051,"Consumer Discretionary",-282900000,9.94e+08,1719,2.2,0,0,3.58,0,0,0,-1.6,0.786,3.152,-0.12,-0.285,178510000,2.87
"BEDU",23.36,4.72,"DOWN",83136540,"Consumer Discretionary",-108500000,1.63e+09,3025,4,0,0,0.05,0.23,0,0.84,-8.56,0.316,0,-0.094,0,29670000,0.6
"BEKE",57.51,20.19,"DOWN",12758322321,"Finance",-709600000,8.52e+09,110082,1.9,0,0,1.63,1.53,25.84,0.01,-0.6,0.396,-0.077,-0.048,-0.083,1.19e+09,0
"BEN",24.34,33.44,"UP",11639130327,"Finance",1.65e+09,8.52e+09,9800,3.3,6.92,0,1.42,0.99,40.87,0.77,3.37,0.476,0.159,0.083,0.214,487500000,1.24
"BEP",44.26,35.09,"DOWN",7987451480,"Utilities",0,4.22e+09,3200,2.1,0,0,1.94,1.56,0,0,-0.53,0.6163,0,0,0,275010000,0
"BERY",55.87,73.34,"UP",5927863500,"Industrials",7.61e+08,1.474e+10,47000,2.1,8.58,0.7,0.4,1.98,19.71,3.06,5.58,0.9867,0.236,0.086,0.052,128600000,1.18
"BFAM",164.43,126.17,"DOWN",3736894960,"Consumer Discretionary",88500000,1.87e+09,25800,2.2,44.35,1.06,2.02,3.46,0,0.88,1.48,0,0,0.049,0,59110000,1.11
"BFH",56.58,67,"UP",1832575800,"Finance",4.81e+08,3.87e+09,6000,2.4,3.65,0.71,0.44,0.77,0,8.12,9.6,0.991,0,0.038,0,49800000,1.98
"BFLY",19.15,6.76,"DOWN",972770984,"Health Care",-109100000,68400000,463,2,0,0,10.75,1.94,0,0,-0.55,0.542,-0.257,-0.431,0,199400000,0
"BFS",31.24,52.54,"UP",980543841,"Real Estate",40600000,242800000,113,2.3,24.21,3.19,4.02,4.47,17.51,5.28,1.7,0.537,0.177,0.045,0.167,23960000,1.1
"BG",65.71,92.06,"UP",14887889200,"Consumer Staples",1.5e+09,6.725e+10,22000,0,10.19,0,0.22,1.72,0,0.59,9.77,0.891,0.181,0.134,0.022,150560000,0.7
"BGS",27.7,30.96,"UP",1172867702,"Consumer Staples",40200000,2.1e+09,2847,3.1,26.28,0,0.55,1.16,0,2.44,0.6,0.687,0.044,0.053,0.019,72620000,0.44
"BGSF",12.96,14.43,"UP",132285440,"Consumer Discretionary",11500000,239600000,400,0,11.58,0.58,0.56,1.43,0,0.19,1.1,0.435,0.347,0.102,0.121,10470000,1.9
"BH",109.51,141.96,"UP",426408763,"Consumer Discretionary",0,357190000,2633,0,0,0,1.2,0.15,0,0,-110.05,0.8193,0,0,0,2070000,0
"BHC",21.37,27.53,"UP",2369321610,"Health Care",4.3e+07,8.19e+09,19600,2.2,60,6.9,0.29,0,5.85,0,0.12,0.668,-0.141,0.021,0.005,362200000,0.99
"BHE",26.87,27.08,"UP",1003805495,"Technology",59400000,2.77e+09,10900,1.7,16.94,0.77,0.35,1.01,0,0.27,1.68,0.984,0.04,0.039,0.014,35160000,1.01
"BHLB",16.85,28.5,"UP",1325076800,"Finance",82300000,341700000,1322,3,16.21,1.62,3.79,1.29,0,0.2,1.76,0.878,0.113,0.203,0.368,45820000,1
"BHP",60.07,53.75,"DOWN",120648074733,"Basic Materials",2.025e+10,6.51e+10,37908,1.7,6.64,0,1.99,2.98,9.22,0.37,7.99,0.038,0.631,0.381,0.475,2.53e+09,0.9
"BHR",4.52,5.15,"UP",353364285,"Real Estate",8400000,583400000,116,1.8,1276.67,83.44,0.47,0.6,3.62,2.76,0,0.659,0.02,-0.001,0.014,70740000,2.42
"BHVN",81.91,138.27,"UP",1058984279,"Health Care",0,737540000,928,2.1,0,0,1.35,0,0,0,-13.06,0.8489,0,0,0,64380000,0
"BIG",42.3,45.51,"UP",541936890,"Consumer Discretionary",-49700000,5.79e+09,10500,3.1,0,0,0.09,0.57,0,0,-1.8,0,-0.051,0.183,-0.009,28920000,2.01
"BILL",137.46,251.15,"UP",14083894136,"Technology",-326400000,6.42e+08,2269,1.7,0,0,17.89,2.75,0,0.44,-3.16,0.992,-0.08,-0.054,-0.508,104440000,0
"BIO",575.26,758.65,"UP",10400242055,"Industrials",-6034700000,2.8e+09,7900,1.5,0,0,3.96,1.33,73.33,0.14,-201.8,0.799,-0.586,-0.051,0,29730000,0.92
"BJ",37.34,66.62,"UP",10454337194,"Consumer Discretionary",487600000,1.822e+10,34000,2.3,21.99,3.38,0.58,12.31,30.17,1.23,3.56,0,0.699,0.344,0.027,134340000,0.43
"BK",41.69,57.97,"UP",34105374600,"Finance",2.67e+09,4.65e+09,50800,2.6,12.93,2.89,7.35,0.95,4.85,0.78,3.28,0.858,0.09,0.03,0.729,810900000,1.09
"BKD",4.21,5.12,"UP",838026372,"Health Care",-91900000,2.65e+09,33000,2.7,0,0,0.31,1.58,0,8.49,-0.54,0.9806,-0.141,-0.041,-0.035,186760000,1.44
"BKE",28.67,42.69,"UP",1976488401,"Consumer Discretionary",251500000,1.31e+09,2800,3,7.74,0.97,1.51,4.98,0,0,5.08,0.559,0.636,0.807,0.192,49210000,1.04
"BKH",60.04,70.71,"UP",4239952814,"Utilities",266200000,2.24e+09,2884,1.9,15.24,3.26,1.82,1.41,0,1.55,4.13,0.905,0.095,0.055,0.119,64720000,0.5
"BKI",88.35,83.01,"DOWN",9483360962,"Technology",5.19e+08,1.55e+09,6400,2.3,16.51,1.63,5.51,3.41,25.89,1.11,3.34,0.97,0.223,0.059,0.336,154500000,0.55
"BKKT",10.25,8.86,"DOWN",164355677,"Technology",-181800000,65500000,579,3,0,0,7.71,0.23,0,0,-3.35,0.297,-0.424,-0.482,0,71230000,0
"BKSY",10.47,4.71,"DOWN",195736536,"Industrials",-87100000,48400000,210,2,0,0,4.48,1.48,0,0,-1.01,0.297,-0.546,0,0,118110000,0
"BKU",34.33,42.23,"UP",2808322576,"Finance",340500000,1.07e+09,1465,2.9,8.41,0.87,2.57,1.1,0,0.29,4.2,0,0.131,0.22,0.354,78250000,1.19
"BLD",181.52,273.19,"UP",5512165210,"Industrials",432200000,4.35e+09,13006,2.4,11.29,0.5,1.19,2.76,15.22,0.85,13.13,0.9752,0.228,0.112,0.087,32410000,1.51
"BLDR",39.83,84.05,"UP",9648570162,"Consumer Discretionary",2.68e+09,2.275e+10,28000,1.6,3.96,0.21,0.4,1.92,3.2,0.69,14.61,0,0.521,0.241,0.118,170380000,2.02
"BLK",710.82,913.76,"UP",97416205330,"Finance",5.56e+09,1.864e+10,18900,1.9,18.63,0,5.41,2.76,50.84,0,36.3,0.795,0.165,0.121,0.329,151290000,1.31
"BLX",15.55,16.63,"UP",574029800,"Finance",69900000,182900000,184,1,8.58,1.01,3.18,0.58,0,4.47,1.89,0.331,0.069,0.018,0.382,36310000,1.18
"BMA",14.62,14.32,"DOWN",956562446,"Finance",195300000,1.91e+09,8728,3.6,4.71,0.19,0.91,0.43,0,0.16,3.05,0.053,0.106,0.328,0.102,63940000,1.3
"BMI",90.88,105.64,"UP",3292779263,"Industrials",66200000,5.54e+08,1837,2.7,49.92,3.35,5.81,7.78,67.38,0,2.26,0.943,0.16,0.151,0.12,29220000,0.89
"BMY",61.38,62.52,"UP",164479764444,"Health Care",6.68e+09,4.674e+10,32200,2.2,25.82,5.94,3.59,5.17,20.63,1.2,3.07,0.799,0.201,0.094,0.143,2.13e+09,0.39
"BNED",4.6,6.74,"UP",145527382,"Consumer Discretionary",-77200000,1.55e+09,3270,2,0,0,0.1,0.92,0,1.47,-1.5,0.538,-0.332,-0.129,-0.05,52170000,1.84
"BNL",19.26,24.5,"UP",3189080868,"Real Estate",118900000,407300000,76,2.3,22.79,0,6.72,1,36.1,0.66,0.72,0.789,0.045,0.039,0.292,169560000,0
"BOC",26.19,28.97,"UP",830960141,"Consumer Discretionary",-35500000,66800000,256,2,0,0,12.01,1.62,0,0.06,-1.2,0.728,-0.071,-0.079,-0.532,29700000,0.64
"BOH",77.36,83.88,"UP",3038574538,"Finance",220500000,557400000,2056,2.9,13.72,1.52,5.45,2.72,19,0.01,5.53,0.775,0.177,0.252,0.396,39570000,1.01
"BOOT",41.86,125.17,"UP",1688820342,"Consumer Discretionary",185300000,1.59e+09,2200,1.8,9.18,0.52,1.08,2.47,0,0.24,6.09,0,0.301,0.307,0.117,29810000,2.34
"BORR",1.62,2.09,"UP",1120256312,"Energy",0,278900000,517,3,0,0,2.45,0.73,0,0,-1.63,0.427,0,0,0,136810000,0
"BOX",17.81,26.78,"UP",4142946291,"Technology",-3.9e+07,941900000,2172,2.2,0,0,4.14,0,17.11,0,-0.26,0.899,0.09,-0.919,-0.041,143740000,1.16
"BP",20.83,26.69,"UP",101986414100,"Energy",-1.1346e+10,2.0385e+11,65900,2.2,0,0,0.52,1.86,5.89,0.94,-3.5,0.101,-0.166,0.047,-0.054,3.15e+09,0.75
"BQ",31.68,5.46,"DOWN",18037453,"Consumer Discretionary",-14600000,161600000,417,2,0,0,0.1,0.11,0,1.72,-5.78,0.091,-0.647,-0.252,-0.09,15280000,0
"BR",151.51,182.87,"UP",23108156905,"Consumer Discretionary",539100000,5.71e+09,14300,2.9,29.79,2.52,2.8,8.28,129.16,1.98,4.55,0.907,0.298,0.11,0.094,117300000,0.94
"BRC",51.58,54.17,"UP",2285288982,"Technology",149200000,1.3e+09,5700,2,16.31,2.33,1.78,2.6,78.78,0.1,2.89,0.921,0.159,0.15,0.115,50180000,0.76
"BRFS",4.08,4.07,"DOWN",2582089853,"Consumer Staples",-270900000,9.87e+09,100000,3.4,0,0,0.26,1.09,19.76,2.11,-0.24,0.065,-0.147,0.098,-0.029,1.08e+09,1.75
"BRMK",10.11,9.44,"DOWN",770626379,"Real Estate",77900000,120300000,60,2.6,9.61,0,6.32,0.66,0,0.09,0.59,0.468,0.068,0.069,0.647,132810000,1.01
"BRO",46.35,69.81,"UP",16582890133,"Finance",0,3.25e+09,12023,2.6,30.3,2.29,4.89,3.63,0,0.99,1.85,0.754,0,0.103,0,277200000,0.74
"BRSP",7.09,9.85,"UP",992385167,"Real Estate",7.3e+07,416500000,55,2,12.48,0,2.16,0.62,12.03,2.89,0.56,0.624,0.05,0.03,0.175,127760000,1.76
"BRT",14.65,23.44,"UP",396174916,"Real Estate",7.4e+07,44100000,9,2,5.02,0,9.07,1.5,0,1.34,4.21,0.465,0.339,-0.027,0,17670000,1.22
"BRX",15.82,25.31,"UP",6385946731,"Real Estate",293800000,1.19e+09,501,2.4,22.06,4.71,5.4,2.31,0,1.84,0.98,0,0,0.05,0,299990000,1.54
"BSAC",19.9,16.3,"DOWN",6763661257,"Finance",985100000,3.78e+09,9988,2.8,6.99,0.92,1.79,1.81,0,5.52,2.09,0.102,0.266,0.056,0.261,471120000,0.69
"BSBR",8.02,5.37,"DOWN",42273382960,"Finance",2.91e+09,2.092e+10,51214,2.7,15.03,2.84,1.05,2.06,29.67,1.1,0.39,0.006,0.14,0.122,0.139,7.44e+09,0.88
"BSIG",18.8,25.92,"UP",781028167,"Finance",137200000,488500000,350,2.7,8.5,0.35,1.61,0,0,0,2.28,0,1.43,0.382,0.657,41430000,1.7
"BSM",7.25,10.35,"UP",3825769735,"Energy",406500000,612600000,93,2,10.69,1.62,6.61,5.57,46.79,0.12,1.85,0.159,0.19,0.219,0.225,209400000,1.06
"BSMX",5.1,5.55,"UP",7961273085,"Finance",0,7.135e+10,25627,3,6.25,0.62,0.11,0.05,0,0,0.92,0.0061,0,0,0,6.78e+09,0
"BSX",35.27,42.99,"UP",61466360529,"Health Care",5.97e+08,1.257e+10,41000,1.7,101.11,9.65,4.82,3.48,65.33,0.52,0.41,0.941,0.045,0.045,0.06,1.43e+09,0.84
"BTCM",9.7,6.41,"DOWN",21405431,"Technology",-62700000,1.37e+09,153,0,0,0,0.01,0.09,0,0,-0.95,0.148,0,-0.373,0,86390000,2.43
"BTI",37.7,37.25,"DOWN",88712548914,"Health Care",6.02e+09,3.025e+10,51809,1,14.74,1.25,2.89,1.04,14.89,0.61,2.63,0.07,0.081,0.074,0.205,2.26e+09,0.63
"BTO",29.41,45.48,"UP",664332830,"Finance",515700000,2.43e+09,4689,0,72.84,0,20.68,9.47,58.94,0.02,0.49,0.2193,0.132,0.153,0.212,1.06e+09,0.95
"BTU",2.94,10.23,"UP",3485258000,"Energy",7.32e+08,3.96e+09,4900,2.2,6.12,0,1.09,1.92,14.34,0.47,4.9,0.916,0.443,0.151,0.192,1.44e+08,0.93
"BUD",69.77,60.55,"DOWN",101042983571,"Consumer Staples",5.09e+09,5.732e+10,169000,2.7,21.46,2.05,1.58,8.75,0,1.17,2.46,0.065,0.073,0.068,0.089,1.7e+09,1.23
"BUR",9.58,10.14,"UP",1772113505,"Consumer Staples",0,174420000,140,2,286.67,0,10.8,1.21,0,0,0.03,0.7129,0,0,0,219050000,0
"BURL",253.38,293.23,"UP",9381010357,"Consumer Discretionary",163400000,8.83e+09,14803,2,55.83,8.86,1.02,14.01,0,2.35,2.42,0,0.231,0.201,0.019,65800000,1
"BV",14.96,13.93,"DOWN",831420000,"Consumer Discretionary",15400000,2.72e+09,19800,2.7,54.84,3.62,0.3,0.68,0,1.13,0.16,0.969,0.02,0.03,0.009,93210000,1.39
"BVH",12.77,34.72,"UP",326087839,"Consumer Discretionary",69100000,759700000,5586,2,6.31,0.63,0.5,1.71,4.82,2.66,3.28,0.519,0.286,0.031,0.092,20230000,1.73
"BVN",12.35,7.35,"DOWN",1761398923,"Basic Materials",183800000,856700000,2043,2.6,10.29,0.56,1.73,0.64,0,0.25,0.72,0.628,0,-0.012,0,253990000,0.43
"BW",3.35,9.06,"UP",406505445,"Technology",17600000,777300000,1800,2.4,22.88,3.27,0.52,54.62,0,51.35,0.19,0.842,1.251,0.069,0.023,88030000,2.13
"BWA",38.06,44.82,"UP",8797163150,"Consumer Discretionary",8.18e+08,1.535e+10,49300,2.4,11.12,0.58,0.59,1.32,16.41,0.61,3.44,0.988,0.118,0.089,0.053,234300000,1.43
"BX",63,128.5,"UP",68152216262,"Finance",2.59e+09,1.258e+10,3795,2.3,26.02,1.76,8.77,7.56,0,1.11,3.54,0.63,0.579,0.69,0.424,707380000,1.43
"BXC",27.97,91.64,"UP",658200802,"Consumer Discretionary",325500000,4.49e+09,2053,2,2.02,0.08,0.14,1.21,2.59,1.01,32.52,0.858,0,0.366,0,9040000,1.86
"BXP",90.82,115.72,"UP",11377256997,"Real Estate",0,3.04e+09,743,2.5,12.22,1.75,3.74,1.9,0,2.34,5.89,0,0,0.049,0,156720000,1.06
"BY",15.6,27.07,"UP",872335690,"Finance",8.2e+07,2.73e+08,929,2.3,10.56,1.06,3.18,1.11,6.32,0.14,2.17,0.48,0.116,0.217,0.339,37060000,1.22
"BYD",42.12,65.39,"UP",6218219881,"Consumer Discretionary",576500000,3.51e+09,15114,2,11.18,1.81,1.75,4.18,7.52,1.9,5.2,0.711,0.342,0.145,0.149,110120000,1.85
"BZH",14.65,23.27,"UP",352940463,"Consumer Discretionary",182200000,2.08e+09,1052,2,1.9,0.47,0.17,0.4,0,1.23,5.91,0.787,0.232,0.069,0.088,30510000,2.06
"C",60.14,60.43,"UP",89039293000,"Finance",1.46e+10,6.153e+10,231000,2.5,6.17,0,1.43,0.49,5.53,0,7.42,0.737,0.095,0.093,0.279,1.94e+09,1.58
"CAAP",3.88,5.74,"UP",1275585455,"Consumer Discretionary",80700000,1.02e+09,5786,3,15.98,0.56,1.26,2.06,13.5,2.44,0.5,0.12,0.116,-0.089,0.059,160750000,2.06
"CABO",2152.22,1772.28,"DOWN",5015901834,"Consumer Discretionary",357800000,1.72e+09,3628,2.6,11.78,1.18,2.32,2.08,19.36,2.01,56.57,0.977,0.194,0.079,0.208,5950000,0.84
"CACI",241.16,269.22,"UP",7110407803,"Technology",367800000,6.32e+09,22000,2.1,19.42,8.09,1.13,2.25,11.36,0.52,15.56,0.909,0.123,0.085,0.058,23420000,0.95
"CADE",27.59,30.04,"UP",5057564783,"Finance",321200000,1.38e+09,4596,2,16,3.2,3.64,1.18,29.21,0.11,1.72,0.778,0.053,0.111,0.159,183710000,1.01
"CAG",35.99,33.88,"DOWN",17547922081,"Consumer Staples",575300000,1.179e+10,18000,2.8,30.26,4.88,1.48,2.04,65.54,1.06,1.19,0.862,0.066,0.063,0.049,480600000,0.6
"CAH",52.93,52.17,"DOWN",19903851501,"Health Care",-9.33e+08,1.8136e+11,46500,2.8,0,0,0.12,0,9.35,0,-3.44,0.93,-3.789,-0.167,-0.005,2.73e+08,0.82
"CAJ",18.21,24.41,"UP",21523825016,"Consumer Discretionary",1.47e+09,2.575e+10,184034,3,15.5,15.5,1.13,1.1,0,0.14,1.41,0.016,0.072,0.068,0.057,1.05e+09,0.4
"CAL",14.53,22.86,"UP",1003129592,"Consumer Discretionary",187600000,2.94e+09,5200,2.2,5.21,0.35,0.33,2.48,45.8,0.92,5.16,0.919,0.555,0.253,0.064,35030000,1.77
"CALX",29.19,78.7,"UP",4862942111,"Technology",4.9e+07,799700000,954,1.9,93.88,4.69,5.48,6.74,206.57,0,0.71,0.837,0.081,0.422,0.061,65360000,1.7
"CANG",7.56,3.14,"DOWN",348329838,"Technology",-97800000,4.01e+08,2351,3,0,0,0.92,0.44,0,0.24,-0.69,0.319,-0.107,-0.005,-0.244,139740000,0.82
"CANO",14,9.13,"DOWN",869644613,"Health Care",-32200000,2.33e+09,2150,2.1,0,0,0.84,1.91,0,2.25,-0.18,0.734,-0.09,-0.119,-0.014,210050000,0
"CARR",37.03,53.55,"UP",33448734459,"Consumer Discretionary",3.59e+09,2.045e+10,58000,2.4,9.92,1.04,1.68,4.82,49.52,1.24,4.14,0.882,0.518,0.118,0.175,839600000,0
